name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Asi Mommy,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asi-mommy
Asicum,,", Dosis, Efek Samping"",""meta_description"":""Informasi lengkap obat Asifit; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.c",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, efek samping"",""meta_description"":""informasi lengkap",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-ibu/asicum
Asifast,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asifast
Asifit,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/VFEs0OHF-CCqViWrKbA_t/original/ojirnfmgx7f86sagbq4bus71b2yjm58m.png,https://www.klikdokter.com/obat/vitamin-dan-suplemen-ibu/asifit
Asimat,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/Fdy7ZYTc4K-BTTx1IDPyN/original/1666921504-Pusing.jpg,https://www.klikdokter.com/obat/obat-antinyeri/asimat
Asira,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asira
Askamex,,", Dosis, dan Efek Samping"",""meta_description"":""Promag adalah yang digunakan untuk menetralisir kelebihan asam lambung. Promag mengandung hydrotalcite, magnesium hidroksida dan simethicone, "",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,lambung,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/askamex
Asmadex,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/asmadex
Asmasolon,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/asmasolon
Asmurafit,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asmurafit
Asmurakho,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asmurakho
Asmurathib,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asmurathib
Asonfen,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/82mGJVGwxfEc-4ljdFo1G/original/093530100_1605267823-Pilihan-Obat-Dermatitis-Atopik-Sesuai-Kondisi-Kulit-shutterstock_579017614.jpg,https://www.klikdokter.com/obat/obat-antiinflamasi/asonfen
Aspar K,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/R0Duczs5Ds7qYpCsW4E_7/original/065638800_1629361335-Hipokalemia.jpg,https://www.klikdokter.com/obat/obat-gangguan-hormon-dan-kesuburan/aspar-k
Aspil,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/aspil
Aspilets,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/ue887w9qsksdaHpBbYCB0/original/085362500_1615791142-beda-serangan-jantung-gagal-jantung-dan-henti-jantung.jpg,https://www.klikdokter.com/obat/obat-jantung/aspilets
Aspirin,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/v3z52llAlvIFcaeHPmIKu/original/043913000_1638490446-Aspirin-.jpg,https://www.klikdokter.com/obat/obat-antinyeri/aspirin
Asrep Herba,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asrep-herba
Asrirapat,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asrirapat
Asta Plus,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/LpIFldegN4dH0CXG1dY7G/original/1675646730-Asta%20Plus.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asta-plus
Astabron Herba,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/astabron-herba
Astamax,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/astamax
Astamor,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/astamor
Astar C,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/astar-c
Astatin,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/astatin
Astaxanthin Natural MPL,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/astaxanthin-natural-mpl
Asthafull,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asthafull
Astharol,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/astharol
Astherin,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/astherin
Asthin B-Ond,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/3Ye5ri2S09vdNg5NcO6wp/original/uihaqdozik2bwnve9qh11abre86s9sj7.png,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asthin-b-ond
Asthin Cor,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asthin-cor
Asthin Force Kapsul,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/DBVneTy2toYSFTKKl7RCw/original/VTS0005439.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asthin-force
Asthin Force Cream,,", Dosis, dan Efek Samping "" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis, dan efek samping "" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asthin-force-cream
Asthin Force Gel,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asthin-force-gel
Asthma Soho,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/asthma-soho
Astifen,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/astifen
Astika,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/astika
Astina,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/astina
